cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator,gov_level_sort_order,mode_sort_order,user_other_grp
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2021,26142180000,Highways,22313420224,Actual,117.159,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2022,27180344000,Highways,21001332076,Actual,129.422,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2010,10058216000,Highways,11582735669,Actual,86.838,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2011,10552926000,Highways,11595857416,Actual,91.006,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2012,10125518000,Highways,10665288238,Actual,94.939,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2013,13011756000,Highways,13378734693,Actual,97.257,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2014,12846917000,Highways,13051698144,Actual,98.431,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2015,12459740000,Highways,12807067675,Actual,97.288,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2016,12012019000,Highways,12372682701,Actual,97.085,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2017,11631440000,Highways,11631440000,Actual,100,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2018,11742651000,Highways,11209525946,Actual,104.756,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2019,11758182000,Highways,11051546140,Actual,106.394,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2020,11820345000,Highways,11061006878,Actual,106.865,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2021,12241054000,Highways,10448240425,Actual,117.159,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local property taxes,2022,12211152000,Highways,9435143948,Actual,129.422,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2010,5398455000,Highways,6216696607,Actual,86.838,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2011,5412581000,Highways,5947499066,Actual,91.006,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2012,5788830000,Highways,6097420449,Actual,94.939,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2013,6528924000,Highways,6713063327,Actual,97.257,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2014,6674534000,Highways,6780926741,Actual,98.431,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2015,8745917000,Highways,8989718156,Actual,97.288,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2016,7260825000,Highways,7478832981,Actual,97.085,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2017,9045478000,Highways,9045478000,Actual,100,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2018,9072440000,Highways,8660544503,Actual,104.756,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2019,9157995000,Highways,8607623550,Actual,106.394,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2020,9823398000,Highways,9192343611,Actual,106.865,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2021,9633025000,Highways,8222180968,Actual,117.159,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2022,9805531000,Highways,7576402003,Actual,129.422,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2010,7412481000,Highways,8535987701,Actual,86.838,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2011,7018176000,Highways,7711772850,Actual,91.006,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2012,6999439000,Highways,7372564489,Actual,94.939,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2013,7320985000,Highways,7527463319,Actual,97.257,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2014,7754403000,Highways,7878008961,Actual,98.431,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2015,8600209000,Highways,8839948401,Actual,97.288,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2016,7809348000,Highways,8043825514,Actual,97.085,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2017,8424157000,Highways,8424157000,Actual,100,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2018,9116928000,Highways,8703012715,Actual,104.756,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2019,9164279000,Highways,8613529898,Actual,106.394,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2020,8981064000,Highways,8404121087,Actual,106.865,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2021,9972859000,Highways,8512243191,Actual,117.159,1,0,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other local funds,2022,9756646000,Highways,7538630217,Actual,129.422,1,0,Other
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2010,12795100000,Highways,14255425821,Actual,89.756,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2011,8703800000,Highways,9441051730,Actual,92.191,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2012,4354100000,Highways,4684648821,Actual,92.944,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2013,2187400000,Highways,2318290692,Actual,94.354,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2014,1589500000,Highways,1652338431,Actual,96.197,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2015,948100000,Highways,977029854,Actual,97.039,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2016,634200000,Highways,647169272,Actual,97.996,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2017,571500000,Highways,571500000,Actual,100,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2018,1350200000,Highways,1311319380,Actual,102.965,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2019,1536900000,Highways,1467978413,Actual,104.695,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2020,2019100000,Highways,1921634689,Actual,105.072,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2021,3987800000,Highways,3681975144,Actual,108.306,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from FHWA (General Fund Grants),2022,5974000000,Highways,5245550414,Actual,113.887,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2010,2109250000,Highways,2349982174,Actual,89.756,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2011,1760930000,Highways,1910088837,Actual,92.191,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2012,1614210000,Highways,1736755466,Actual,92.944,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2013,1592400000,Highways,1687686797,Actual,94.354,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2014,1589910000,Highways,1652764639,Actual,96.197,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2015,1512770000,Highways,1558929915,Actual,97.039,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2016,3581300000,Highways,3654536920,Actual,97.996,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2017,2358200000,Highways,2358200000,Actual,100,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2018,2797150000,Highways,2716602729,Actual,102.965,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2019,5087400000,Highways,4859257844,Actual,104.695,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2020,5078400000,Highways,4833257195,Actual,105.072,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2021,6402000000,Highways,5911029860,Actual,108.306,0,0,-
Transfer,-,-,Non-Trust Fund,-,Federal,Non-HTF transfers to S&L from other agencies,2022,4854100000,Highways,4262207276,Actual,113.887,0,0,-
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2010,30272220000,Highways,34860567954,Actual,86.838,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2011,33375153000,Highways,36673574270,Actual,91.006,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2012,32844700000,Highways,34595582427,Actual,94.939,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2013,28319653000,Highways,29118369886,Actual,97.257,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2014,31698598000,Highways,32203876827,Actual,98.431,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2015,33684172000,Highways,34623151879,Actual,97.288,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2016,33476491000,Highways,34481630530,Actual,97.085,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2017,32934654000,Highways,32934654000,Actual,100,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2018,35739157000,Highways,34116572798,Actual,104.756,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2019,39292621000,Highways,36931237664,Actual,106.394,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2020,39288746000,Highways,36764839751,Actual,106.865,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2021,38481582000,Highways,32845604691,Actual,117.159,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor fuel taxes used for highways,2022,41270640000,Highways,31888427006,Actual,129.422,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2010,22774012000,Highways,26225859647,Actual,86.838,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2011,21042070000,Highways,23121629343,Actual,91.006,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2012,22119472000,Highways,23298614900,Actual,94.939,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2013,21139715000,Highways,21735931604,Actual,97.257,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2014,24470249000,Highways,24860307220,Actual,98.431,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2015,28495201000,Highways,29289533139,Actual,97.288,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2016,25064538000,Highways,25817106659,Actual,97.085,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2017,27290160000,Highways,27290160000,Actual,100,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2018,28101389000,Highways,26825565123,Actual,104.756,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2019,32182168000,Highways,30248104216,Actual,106.394,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2020,30948677000,Highways,28960536191,Actual,106.865,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2021,32948912000,Highways,28123244480,Actual,117.159,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State motor vehicle taxes used for highways,2022,34980924000,Highways,27028576285,Actual,129.422,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2010,7917636000,Highways,9117708837,Actual,86.838,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2011,8153191000,Highways,8958959849,Actual,91.006,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2012,11756393000,Highways,12383101781,Actual,94.939,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2013,11038000000,Highways,11349311618,Actual,97.257,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2014,12264165000,Highways,12459657019,Actual,98.431,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2015,11953771000,Highways,12286994285,Actual,97.288,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2016,12163428000,Highways,12528637792,Actual,97.085,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2017,12619393000,Highways,12619393000,Actual,100,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2018,14562091000,Highways,13900961281,Actual,104.756,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2019,19904441000,Highways,18708236367,Actual,106.394,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2020,14344201000,Highways,13422730548,Actual,106.865,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2021,11067125000,Highways,9446243993,Actual,117.159,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,State toll revenues used for highways,2022,14104008000,Highways,10897689728,Actual,129.422,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,Local motor fuel taxes used for highways,2010,2608321000,Highways,3003663143,Actual,86.838,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,Local motor fuel taxes used for highways,2011,2731120000,Highways,3001032899,Actual,91.006,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,Local motor fuel taxes used for highways,2012,2769402000,Highways,2917033042,Actual,94.939,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,Local motor fuel taxes used for highways,2013,2989721000,Highways,3074041971,Actual,97.257,1,0,User-Based
Revenue,Own-Source,User-Based,Non-Trust Fund,-,State and Local,Local motor fuel taxes used for highways,2014,3090749000,Highways,3140015849,Actual,98.431,1,0,User-Based
